iter	RMSE
0	0.05013231621
1	0.04924131561
2	0.04836026718
3	0.04755820776
4	0.04679163967
5	0.04603719594
6	0.04531827582
7	0.04465220722
8	0.04398594565
9	0.04332885367
10	0.04274925962
11	0.0421722832
12	0.04160197941
13	0.04105397218
14	0.04052124552
15	0.0399941463
16	0.03947786819
17	0.03900069857
18	0.03852150579
19	0.03804181306
20	0.03761193743
21	0.03719314954
22	0.03677992315
23	0.03637277455
24	0.03598575526
25	0.03560098968
26	0.03522682274
27	0.03489269133
28	0.03455750067
29	0.03422488835
30	0.03391801261
31	0.03361126722
32	0.03330516566
33	0.03300729026
34	0.03272091004
35	0.03243946263
36	0.03216929605
37	0.03190358239
38	0.03164375041
39	0.03138752541
40	0.03113583758
41	0.03089144971
42	0.03065184412
43	0.03042570977
44	0.03020365786
45	0.02997976937
46	0.02976087089
47	0.02954773189
48	0.02934011954
49	0.02913476619
50	0.02893210209
51	0.02873258732
52	0.02853638756
53	0.02835278755
54	0.02817016347
55	0.02798483545
56	0.02780780196
57	0.02764719528
58	0.02749230622
59	0.02733669701
60	0.02718419072
61	0.02703155078
62	0.02687992737
63	0.02673458155
64	0.02659190795
65	0.02644596285
66	0.02630998067
67	0.02617993218
68	0.0260488959
69	0.02592243368
70	0.02580402238
71	0.0256848736
72	0.02556762265
73	0.02545283568
74	0.02534222433
75	0.02523182845
76	0.02512801301
77	0.02502680745
78	0.02492613741
79	0.02482263401
80	0.02472860407
81	0.02463298726
82	0.02454048835
83	0.02444813826
84	0.02436094888
85	0.02427601006
86	0.02419231
87	0.02410910251
88	0.02402967748
89	0.0239474087
90	0.0238691086
91	0.02379445303
92	0.02372128974
93	0.02364785168
94	0.02357523875
95	0.0235019494
96	0.02343395641
97	0.02336830007
98	0.02330332266
99	0.02323892799
100	0.02317585803
101	0.02311398906
102	0.02305336219
103	0.02299437306
104	0.022937086
105	0.02287995173
106	0.02282612047
107	0.02277215377
108	0.02271845243
109	0.02266603112
110	0.02261289311
111	0.02256089896
112	0.02250964779
113	0.02246145935
114	0.0224147274
115	0.0223686781
116	0.02232394621
117	0.02227963555
118	0.02223689658
119	0.02219361124
120	0.02215225139
121	0.02211212454
122	0.02207255742
123	0.02203379197
124	0.02199575714
125	0.02195842783
126	0.02192181504
127	0.02188543411
128	0.02184986472
129	0.02181436773
130	0.02177964637
131	0.02174631904
132	0.02171405106
133	0.02168215862
134	0.02165036753
135	0.02161979761
136	0.0215906285
137	0.02156213374
138	0.02153389689
139	0.0215062907
140	0.02147897758
141	0.02145191916
142	0.02142534078
143	0.02139919296
144	0.02137356635
145	0.02134829422
146	0.02132383312
147	0.0213000402
148	0.02127658223
149	0.02125364
150	0.02123129421
151	0.02120941801
152	0.02118819671
153	0.0211672809
154	0.02114657845
155	0.02112636516
156	0.02110662201
157	0.02108734283
158	0.02106840615
159	0.02104956831
160	0.02103117521
161	0.02101337746
162	0.0209958786
163	0.02097871034
164	0.02096172095
165	0.02094542494
166	0.02092935807
167	0.02091361204
168	0.0208982926
169	0.02088259276
170	0.0208676971
171	0.02085294162
172	0.02083843423
173	0.02082411673
174	0.02080978791
175	0.02079598984
176	0.02078224898
177	0.02076877596
178	0.02075569253
179	0.02074278075
180	0.02073027853
181	0.02071797396
182	0.02070565293
183	0.02069381805
184	0.02068206782
185	0.02067056695
186	0.02065915264
187	0.02064799576
188	0.02063710168
189	0.02062626747
190	0.02061598448
191	0.02060570524
192	0.0205956306
193	0.02058560684
194	0.02057581009
195	0.02056610027
196	0.02055658544
197	0.02054716983
198	0.02053793298
199	0.02052876496
200	0.02051992428
201	0.02051112247
202	0.02050270166
203	0.02049442434
204	0.02048622097
205	0.02047830039
206	0.020470399
207	0.02046274606
208	0.02045510364
209	0.02044754638
210	0.02044010264
211	0.02043274263
212	0.02042554268
213	0.02041854982
214	0.02041154074
215	0.0204047227
216	0.02039806395
217	0.02039145874
218	0.02038508869
219	0.02037869966
220	0.02037240067
221	0.02036630093
222	0.02036027244
223	0.02035433645
224	0.02034854673
225	0.02034288405
226	0.02033733434
227	0.0203318204
228	0.02032640786
229	0.02032105485
230	0.02031579386
231	0.02031060971
232	0.02030562037
233	0.02030067871
234	0.02029594674
235	0.02029121812
236	0.02028633344
237	0.02028170866
238	0.02027704573
239	0.02027241745
240	0.02026792202
241	0.02026342936
242	0.02025909559
243	0.02025471389
244	0.02025052531
245	0.02024630111
246	0.02024242243
247	0.02023858584
248	0.02023478472
249	0.02023100005
250	0.02022727271
251	0.02022359107
252	0.02022001725
253	0.02021632099
254	0.0202127992
255	0.02020936247
256	0.0202060382
257	0.02020273677
258	0.02019947511
259	0.02019614953
260	0.02019295705
261	0.02018988039
262	0.02018685496
263	0.0201838312
264	0.02018091027
265	0.02017801376
266	0.02017498009
267	0.02017219184
268	0.0201692933
269	0.02016648047
270	0.02016384212
271	0.02016115092
272	0.02015863568
273	0.02015576031
274	0.02015330074
275	0.02015085226
276	0.02014835736
277	0.02014598255
278	0.02014356731
279	0.02014107219
280	0.02013873198
281	0.02013653306
282	0.02013423333
283	0.02013206914
284	0.02012989801
285	0.02012784102
286	0.02012579672
287	0.02012372233
288	0.02012179571
289	0.02011958414
290	0.0201176643
291	0.02011574186
292	0.02011381985
293	0.02011193881
294	0.02011009613
295	0.02010834441
296	0.02010646586
297	0.02010464839
298	0.02010291667
299	0.02010112979
300	0.02009938325
301	0.02009772134
302	0.02009607619
303	0.02009445097
304	0.02009288335
305	0.02009133114
306	0.02008984106
307	0.02008822801
308	0.02008668878
309	0.02008518488
310	0.02008379038
311	0.02008238557
312	0.02008101459
313	0.0200796441
314	0.0200780199
315	0.02007667724
316	0.02007534566
317	0.02007402392
318	0.02007279436
319	0.02007135636
320	0.02007008885
321	0.02006883258
322	0.02006774558
323	0.02006650687
324	0.02006523451
325	0.02006396649
326	0.02006273314
327	0.02006161419
328	0.02006051497
329	0.02005928618
330	0.02005820381
331	0.02005708832
332	0.02005602265
333	0.02005495618
334	0.02005389063
335	0.02005290754
336	0.02005194096
337	0.02005103629
338	0.02004986282
339	0.02004877465
340	0.02004784183
341	0.0200469278
342	0.02004590186
343	0.02004492392
344	0.02004389823
345	0.02004304688
346	0.02004217375
347	0.02004127869
348	0.02004026236
349	0.02003947148
350	0.02003866462
351	0.02003784347
352	0.02003705957
353	0.02003627005
354	0.02003538936
355	0.02003458638
356	0.0200337022
357	0.0200329789
358	0.02003218637
359	0.02003134223
360	0.02003059211
361	0.02002985774
362	0.02002916047
363	0.02002841626
364	0.02002757318
365	0.0200269006
366	0.02002602991
367	0.02002516935
368	0.02002447119
369	0.0200238863
370	0.02002331604
371	0.02002271
372	0.02002201564
373	0.02002133756
374	0.02002066402
375	0.02002000256
376	0.02001946638
377	0.020018885
378	0.02001823607
379	0.02001763301
380	0.02001699414
381	0.02001620366
382	0.02001569067
383	0.02001498044
384	0.02001444215
385	0.02001387165
386	0.02001320559
387	0.02001241652
388	0.02001179654
389	0.02001118319
390	0.02001050131
391	0.02000987728
392	0.02000916217
393	0.02000862971
394	0.02000809344
395	0.02000758495
396	0.02000699599
397	0.02000632717
398	0.02000581415
399	0.020005389
400	0.02000493042
401	0.02000445089
402	0.02000397352
403	0.02000346722
404	0.02000292132
405	0.02000241633
406	0.02000182316
407	0.02000128261
408	0.02000071005
409	0.02000018949
410	0.01999969266
411	0.01999926368
412	0.01999886142
413	0.01999827687
414	0.0199978667
415	0.01999746339
416	0.01999686875
417	0.0199963725
418	0.01999594057
419	0.01999543713
420	0.01999498322
421	0.01999446114
422	0.01999401991
423	0.0199936103
424	0.01999311275
425	0.01999271592
426	0.01999224936
427	0.01999184799
428	0.0199913798
429	0.01999098434
430	0.01999050913
431	0.01999013105
432	0.01998975328
433	0.01998945461
434	0.01998911099
435	0.01998871214
436	0.01998832079
437	0.01998800587
438	0.01998768709
439	0.01998724193
440	0.01998689875
441	0.01998653283
442	0.01998616246
443	0.01998573039
444	0.01998528135
445	0.01998495628
446	0.01998456215
447	0.01998421738
448	0.01998384441
449	0.01998340237
450	0.01998305399
451	0.0199826527
452	0.01998238601
453	0.01998190451
454	0.01998155206
455	0.01998108458
456	0.01998069649
457	0.0199801675
458	0.01997985595
459	0.01997958162
460	0.01997909777
461	0.01997861123
462	0.01997829107
463	0.01997797373
464	0.01997763824
465	0.01997734955
466	0.01997708359
467	0.0199767399
468	0.01997647673
469	0.01997621298
470	0.01997592532
471	0.01997552016
472	0.01997518535
473	0.01997483865
474	0.01997448642
475	0.01997418001
476	0.01997383221
477	0.0199735093
478	0.01997313971
479	0.01997276144
480	0.01997240436
481	0.01997214107
482	0.01997181382
483	0.01997147653
484	0.01997106361
485	0.01997071325
486	0.01997044143
487	0.01997017759
488	0.01996996214
489	0.01996957347
490	0.01996912233
491	0.01996883362
492	0.01996843087
493	0.01996810955
494	0.01996769918
495	0.01996736964
496	0.01996713528
497	0.0199669467
498	0.01996672474
499	0.01996636576
500	0.01996608332
501	0.01996557169
502	0.01996533819
503	0.01996486449
504	0.01996449374
505	0.01996420879
506	0.01996396406
507	0.01996367253
508	0.01996343183
509	0.01996309494
510	0.01996285747
511	0.01996257787
512	0.01996230109
513	0.01996203133
514	0.01996141845
515	0.01996113493
516	0.01996093051
517	0.01996054231
518	0.01996031034
519	0.01996002039
520	0.01995982766
521	0.01995948733
522	0.01995920344
523	0.01995890177
524	0.01995877328
525	0.01995837518
526	0.01995817151
527	0.01995783872
528	0.01995750691
529	0.01995720626
530	0.01995684157
531	0.0199566528
532	0.01995628283
533	0.01995601441
534	0.01995566466
535	0.01995535018
536	0.01995506145
537	0.01995472528
538	0.01995452196
539	0.01995410682
540	0.01995377998
541	0.01995333462
542	0.01995316209
543	0.01995291548
544	0.01995271843
545	0.0199521913
546	0.01995201982
547	0.01995178897
548	0.01995161671
549	0.01995141387
550	0.01995110187
551	0.01995081396
552	0.01995050764
553	0.01995016601
554	0.01994982072
555	0.01994961331
556	0.01994933607
557	0.01994894881
558	0.01994876983
559	0.01994847498
560	0.01994810846
561	0.01994782051
562	0.01994754386
563	0.0199470106
564	0.01994668417
565	0.01994648449
566	0.0199461329
567	0.01994579646
568	0.01994563841
569	0.01994529666
570	0.01994507021
571	0.01994476841
572	0.01994455087
573	0.01994419501
574	0.01994390931
575	0.01994362145
576	0.01994345952
577	0.01994316792
578	0.0199429526
579	0.01994268683
580	0.01994250748
581	0.01994215983
582	0.01994198969
583	0.01994174614
584	0.01994136209
585	0.01994114803
586	0.01994085582
587	0.01994068937
588	0.01994041801
589	0.01994016628
590	0.01993985846
591	0.01993965632
592	0.01993934112
593	0.01993896892
594	0.01993855778
595	0.01993831083
596	0.01993813047
597	0.01993779274
598	0.01993740144
599	0.01993707464
600	0.01993675
601	0.01993638107
602	0.019936231
603	0.01993600604
604	0.01993572044
605	0.01993541684
606	0.01993501158
607	0.01993483909
608	0.01993446325
609	0.01993415096
610	0.01993379066
611	0.01993352811
612	0.01993322413
613	0.01993292718
614	0.0199327189
615	0.01993233948
616	0.01993211376
617	0.01993193218
618	0.01993165156
619	0.01993127832
620	0.01993101479
621	0.01993077708
622	0.0199305403
623	0.01993014085
624	0.01992988216
625	0.01992965821
626	0.01992924266
627	0.01992888059
628	0.01992851731
629	0.01992823636
630	0.01992803089
631	0.01992783257
632	0.01992758329
633	0.01992741352
634	0.01992720259
635	0.01992702504
636	0.01992671783
637	0.01992620479
638	0.01992600166
639	0.01992553751
640	0.01992530382
641	0.01992511983
642	0.01992478447
643	0.01992444111
644	0.01992409087
645	0.01992390612
646	0.01992368435
647	0.01992321039
648	0.01992291631
649	0.01992252174
650	0.01992218
651	0.01992201343
652	0.0199216269
653	0.01992142669
654	0.01992110737
655	0.01992099347
656	0.01992082287
657	0.01992050392
658	0.01992029721
659	0.01992001378
660	0.01991965009
661	0.0199192889
662	0.01991902812
663	0.01991865282
664	0.01991841529
665	0.01991829013
666	0.01991797145
667	0.01991753879
668	0.01991732608
669	0.01991702265
670	0.0199167215
671	0.01991629985
672	0.01991614161
673	0.01991592399
674	0.01991573304
