iter	RMSE
675	0.0199152369
676	0.01991505288
677	0.01991479368
678	0.01991442415
679	0.01991424341
680	0.0199139577
681	0.01991350051
682	0.0199133205
683	0.01991304081
684	0.01991273424
685	0.01991257627
686	0.01991241762
687	0.01991212896
688	0.01991183879
689	0.019911725
690	0.01991143853
691	0.01991119079
692	0.01991094623
693	0.0199107639
694	0.01991052594
695	0.01991029787
696	0.01991008655
697	0.01990985765
698	0.01990974197
699	0.01990941944
700	0.01990900843
701	0.01990869871
702	0.01990861861
703	0.01990839355
704	0.01990818193
705	0.01990800125
706	0.01990762295
707	0.0199073953
708	0.01990723932
709	0.01990695747
710	0.01990662692
711	0.01990637986
712	0.01990602264
713	0.01990589961
714	0.0199055492
715	0.01990524954
716	0.01990509896
717	0.0199048161
718	0.01990462794
719	0.01990436778
720	0.0199039862
721	0.01990367689
722	0.01990337024
723	0.0199031313
724	0.01990287531
725	0.01990254952
726	0.01990224141
727	0.01990201127
728	0.01990187819
729	0.01990159865
730	0.01990142909
731	0.01990109668
732	0.01990081742
733	0.01990061376
734	0.01990036761
735	0.01990012305
736	0.01989978365
737	0.01989945367
738	0.01989921146
739	0.01989885565
740	0.01989863385
741	0.01989822005
742	0.01989781546
743	0.0198976036
744	0.01989742541
745	0.01989718556
746	0.01989690737
747	0.01989660618
748	0.01989646884
749	0.01989619981
750	0.01989597942
751	0.01989576557
752	0.01989552404
753	0.01989524034
754	0.01989471479
755	0.0198943597
756	0.01989420617
757	0.01989402823
758	0.019893618
759	0.0198932631
760	0.01989295942
761	0.01989258789
762	0.0198924219
763	0.01989200569
764	0.01989181991
765	0.01989158176
766	0.01989135312
767	0.01989125269
768	0.01989107048
769	0.01989088113
770	0.01989068301
771	0.01989044648
772	0.01989014156
773	0.01988976686
774	0.01988949516
775	0.01988913462
776	0.01988891061
777	0.01988869425
778	0.01988833289
779	0.01988808731
780	0.01988800553
781	0.01988763528
782	0.01988744803
783	0.01988718448
784	0.01988698392
785	0.01988661139
786	0.01988626787
787	0.01988584789
788	0.01988571634
789	0.01988547988
790	0.01988518762
791	0.01988493058
792	0.01988478633
793	0.01988457249
794	0.01988426726
795	0.01988417017
796	0.01988399491
797	0.01988372481
798	0.01988358088
799	0.01988344149
800	0.01988319685
801	0.01988304014
802	0.01988266447
803	0.01988244714
804	0.0198820894
805	0.01988187581
806	0.01988163267
807	0.01988124278
808	0.01988101162
809	0.01988073314
810	0.01988043265
811	0.01988014018
812	0.01987971096
813	0.01987950754
814	0.0198791608
815	0.01987884058
816	0.01987855116
817	0.01987830925
818	0.01987804237
819	0.01987782145
820	0.01987769082
821	0.01987742832
822	0.01987715568
823	0.01987688861
824	0.01987660146
825	0.01987621184
826	0.01987590142
827	0.01987574265
828	0.01987542176
829	0.01987529236
830	0.01987487607
831	0.01987465471
832	0.01987427115
833	0.0198741403
834	0.01987395885
835	0.0198738443
836	0.01987350557
837	0.01987333898
838	0.01987299628
839	0.01987266948
840	0.01987251675
841	0.01987237509
842	0.01987220779
843	0.01987198522
844	0.0198717284
845	0.01987157111
846	0.01987128426
847	0.0198711188
848	0.01987074707
849	0.01987036151
850	0.01987016848
851	0.01986997378
852	0.01986983524
853	0.01986963457
854	0.01986924612
855	0.01986902847
856	0.01986883023
857	0.01986851055
858	0.01986825733
859	0.01986794409
860	0.01986762192
861	0.01986726755
862	0.01986683667
863	0.01986656473
864	0.01986617808
865	0.01986589423
866	0.01986555876
867	0.01986541893
868	0.01986497954
869	0.01986470311
870	0.01986449437
871	0.01986421769
872	0.01986395954
873	0.01986369304
874	0.01986342826
875	0.0198631616
876	0.01986286911
877	0.01986262271
878	0.01986242196
879	0.01986218181
880	0.01986206055
881	0.01986180516
882	0.01986160477
883	0.01986119188
884	0.01986092442
885	0.01986065099
886	0.01986046473
887	0.01986032068
888	0.01985996883
889	0.01985961734
890	0.01985930514
891	0.01985905766
892	0.01985875503
893	0.01985858135
894	0.01985826557
895	0.01985810667
896	0.0198578465
897	0.01985766032
898	0.01985737876
899	0.01985724709
900	0.01985705398
901	0.01985686109
902	0.01985667068
903	0.01985646331
904	0.01985626592
905	0.01985605422
906	0.01985571674
907	0.01985565849
908	0.01985529224
909	0.01985494174
910	0.01985465246
911	0.0198543385
912	0.01985400182
913	0.01985368132
914	0.01985358175
915	0.01985331475
916	0.01985304345
917	0.01985270681
918	0.01985245094
919	0.01985212948
920	0.01985191213
921	0.01985182214
922	0.01985158481
923	0.01985138286
924	0.01985103863
925	0.01985090994
926	0.01985056188
927	0.0198503742
928	0.01985025246
929	0.0198498919
930	0.01984958196
931	0.01984935835
932	0.01984905705
933	0.01984875881
934	0.01984862587
935	0.01984832886
936	0.0198481014
937	0.01984785992
938	0.01984762304
939	0.01984732526
940	0.01984708196
941	0.01984687336
942	0.01984675366
943	0.01984657736
944	0.01984639365
945	0.01984622376
946	0.01984609212
947	0.01984580338
948	0.0198454426
949	0.01984498765
950	0.01984481139
951	0.01984463558
952	0.01984432878
953	0.01984419387
954	0.01984383963
955	0.019843683
956	0.01984343093
957	0.01984303432
958	0.01984290168
959	0.01984274919
960	0.01984260997
961	0.01984227012
962	0.01984211167
963	0.01984196434
964	0.01984172088
965	0.01984153464
966	0.01984139762
967	0.0198412147
968	0.01984102797
969	0.01984075933
970	0.01984049332
971	0.01984017777
972	0.01983994283
973	0.01983962491
974	0.01983929881
975	0.0198390327
976	0.01983887022
977	0.01983864252
978	0.01983831242
979	0.01983811856
980	0.01983789962
981	0.01983780469
982	0.01983754037
983	0.01983735459
984	0.01983708777
985	0.01983688041
986	0.01983647641
987	0.01983634476
988	0.01983622513
989	0.01983600204
990	0.01983559432
991	0.01983540583
992	0.01983511331
993	0.01983485239
994	0.01983446539
995	0.01983408046
996	0.01983382894
997	0.01983370252
998	0.0198335432
999	0.01983322543
